"age","workclass","education_num","marital_status","occupation","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
64,"1",10,"0","2","4","0",0,0,20,"0","0"
53,"0",10,"1","2","2","0",0,0,40,"0","0"
52,"1",9,"1","0","4","1",0,0,40,"0","0"
29,"1",9,"0","2","4","0",0,0,55,"0","0"
32,"2",9,"0","2","4","0",99999,0,40,"0","1"
48,"2",13,"0","9","4","1",0,0,20,"0","1"
30,"1",10,"2","2","4","0",0,0,40,"0","0"
34,"1",9,"0","7","4","0",0,0,20,"0","0"
39,"1",9,"2","9","4","0",0,0,50,"0","0"
28,"1",7,"2","5","4","0",0,0,40,"0","0"
17,"1",8,"2","11","4","1",0,0,10,"0","0"
54,"1",13,"2","9","4","1",0,0,50,"0","0"
24,"1",10,"2","11","4","0",0,1762,40,"0","0"
25,"1",9,"2","3","4","1",0,0,40,"0","0"
25,"1",7,"1","7","4","1",0,0,12,"0","0"
48,"3",10,"0","3","4","1",5178,0,40,"0","1"
24,"1",13,"2","11","4","1",0,0,40,"0","0"
31,"1",10,"0","11","1","0",0,0,50,"1","0"
47,"1",10,"0","2","4","0",0,0,40,"0","1"
19,"1",10,"2","0","4","1",0,0,25,"0","0"
52,"2",10,"0","11","4","0",15024,0,50,"0","1"
19,"1",9,"2","9","1","1",0,0,12,"4","0"
60,"1",9,"0","13","4","0",0,0,28,"0","0"
43,"1",14,"0","9","4","0",0,0,50,"0","1"
24,"1",12,"1","7","4","1",0,0,30,"0","0"
51,"1",9,"2","0","4","1",0,0,40,"0","0"
38,"2",5,"1","2","4","0",0,0,40,"0","0"
21,"1",10,"2","0","4","1",0,0,10,"0","0"
40,"2",9,"0","0","4","0",0,0,50,"0","1"
54,"1",10,"1","3","4","1",0,0,40,"0","0"
35,"1",13,"2","7","4","0",0,0,50,"0","0"
52,"1",7,"1","6","2","0",0,0,40,"0","0"
53,"1",9,"0","3","4","0",99999,0,40,"0","1"
56,"1",10,"1","9","2","1",0,0,40,"0","0"
35,"1",9,"1","2","2","0",0,0,40,"0","0"
43,"2",10,"1","11","4","1",0,880,42,"0","0"
29,"1",13,"0","2","4","0",0,0,40,"0","0"
29,"1",9,"0","13","0","0",0,0,65,"0","0"
58,"1",13,"0","0","4","0",0,0,40,"0","0"
64,"1",9,"0","5","4","0",0,0,18,"0","0"
53,"1",9,"0","0","2","1",0,0,32,"0","0"
21,"1",9,"2","0","4","1",0,0,30,"0","0"
40,"2",12,"1","3","4","0",0,0,30,"0","0"
52,"3",16,"0","9","4","0",0,0,40,"1","1"
38,"1",11,"2","12","4","0",0,0,50,"0","0"
40,"1",10,"1","9","4","1",0,0,30,"0","0"
39,"1",9,"0","3","4","0",0,0,40,"0","0"
56,"1",14,"2","9","4","1",0,0,50,"0","1"
68,"1",16,"0","9","4","0",0,0,55,"0","1"
24,"1",9,"2","11","4","0",0,0,38,"0","0"
40,"2",15,"0","9","4","0",0,0,50,"0","1"
43,"2",15,"0","9","2","0",0,0,99,"0","1"
38,"1",13,"2","3","4","1",0,0,70,"0","0"
45,"1",9,"0","11","4","0",0,0,40,"0","1"
18,"1",7,"2","6","4","0",0,0,55,"0","0"
57,"3",14,"0","3","4","0",0,0,50,"0","1"
49,"1",9,"1","7","2","1",0,0,35,"0","0"
25,"1",10,"2","3","4","1",0,0,40,"3","0"
52,"0",10,"1","0","4","0",0,0,40,"0","0"
56,"1",6,"1","2","4","0",0,0,56,"0","0"
26,"2",10,"2","11","4","0",0,0,48,"0","0"
19,"1",9,"2","2","4","1",0,0,40,"0","0"
25,"2",13,"2","0","1","1",0,0,40,"0","0"
25,"1",9,"0","0","4","1",0,0,30,"0","0"
21,"1",9,"2","11","4","0",0,0,45,"0","0"
48,"2",4,"0","2","4","0",0,0,40,"3","0"
33,"3",14,"0","9","4","0",0,0,60,"0","0"
31,"3",9,"1","10","3","0",0,0,40,"0","0"
26,"2",9,"1","4","4","0",0,0,65,"0","0"
37,"3",13,"2","9","4","0",0,0,38,"0","0"
29,"1",10,"1","9","4","1",0,0,30,"0","0"
28,"1",10,"0","11","3","0",0,0,60,"0","0"
49,"1",9,"1","0","4","1",0,0,20,"0","0"
73,"1",6,"2","9","4","0",0,0,4,"0","0"
49,"1",14,"0","3","4","0",0,1977,40,"0","1"
51,"1",10,"0","9","4","1",0,0,40,"0","1"
40,"1",10,"0","11","4","0",0,0,40,"0","0"
24,"1",11,"2","6","4","1",0,0,40,"0","0"
18,"1",8,"2","11","4","0",0,0,24,"0","0"
41,"1",6,"0","13","2","0",0,0,40,"0","1"
46,"1",9,"0","0","4","0",0,1485,40,"0","1"
46,"1",9,"0","0","4","1",0,0,40,"0","0"
64,"1",6,"0","13","4","0",0,0,40,"0","1"
50,"2",15,"0","9","4","0",0,0,40,"0","1"
53,"3",14,"0","9","4","0",0,0,36,"0","1"
22,"3",10,"0","7","4","0",0,0,25,"0","0"
37,"1",13,"1","3","4","1",7430,0,45,"0","1"
39,"0",15,"2","9","4","0",0,0,55,"0","1"
30,"1",13,"0","11","1","0",0,0,40,"1","0"
25,"1",13,"2","9","4","0",0,1741,40,"0","0"
26,"1",10,"2","3","2","1",0,0,40,"0","0"
43,"1",13,"2","11","4","0",0,0,50,"0","0"
59,"1",9,"1","0","4","1",0,0,60,"0","0"
27,"1",9,"0","0","4","1",0,0,40,"0","0"
55,"1",6,"0","2","2","0",0,0,40,"0","1"
20,"1",10,"2","7","4","0",0,0,12,"0","0"
25,"1",11,"2","9","4","1",0,0,36,"0","0"
28,"1",12,"1","7","4","0",0,0,40,"0","0"
29,"1",13,"2","11","4","0",0,0,50,"0","0"
60,"1",7,"0","11","4","0",0,0,40,"0","1"
37,"3",13,"0","9","4","1",15024,0,50,"0","1"
25,"1",7,"1","11","4","1",0,0,40,"0","0"
27,"1",10,"0","2","4","0",0,0,60,"0","0"
50,"3",13,"0","3","4","0",0,0,40,"0","1"
41,"2",10,"0","4","4","0",5013,0,70,"0","0"
46,"1",4,"0","2","4","0",0,0,47,"0","0"
35,"1",11,"1","7","2","1",0,0,40,"0","0"
35,"1",7,"1","9","4","1",6849,0,60,"0","0"
40,"1",9,"2","5","2","0",0,0,40,"0","0"
29,"1",13,"2","9","4","1",0,0,50,"0","0"
43,"3",13,"1","9","4","1",0,625,40,"0","0"
39,"1",12,"2","13","2","0",0,0,60,"0","0"
35,"1",9,"2","5","4","0",0,0,60,"0","0"
52,"1",10,"0","6","4","0",0,0,40,"0","0"
25,"1",10,"2","5","2","0",0,0,40,"0","0"
20,"2",9,"2","6","4","1",0,0,30,"0","0"
46,"1",10,"1","7","4","1",0,0,10,"0","0"
29,"1",13,"0","2","1","0",0,0,30,"1","0"
21,"1",10,"2","7","4","0",0,0,40,"0","0"
37,"0",13,"1","3","4","1",0,0,50,"0","0"
43,"0",9,"2","0","4","0",0,0,40,"0","0"
19,"1",9,"2","0","4","1",0,0,26,"0","0"
47,"1",9,"0","11","4","0",0,0,45,"0","0"
61,"1",9,"0","13","4","0",0,0,45,"0","1"
21,"1",12,"2","9","4","0",0,0,55,"0","0"
35,"1",9,"0","7","4","0",0,0,60,"0","0"
60,"1",6,"0","5","2","0",0,0,40,"0","0"
57,"3",13,"0","9","1","0",0,0,35,"1","0"
56,"1",2,"0","2","4","0",0,0,40,"0","0"
47,"1",4,"0","6","2","1",0,0,35,"0","0"
19,"1",9,"2","7","4","0",0,0,30,"0","0"
28,"2",8,"1","7","4","1",0,0,30,"0","0"
43,"1",6,"0","0","4","0",0,0,40,"0","0"
63,"3",10,"1","3","4","1",0,0,35,"0","0"
25,"1",9,"1","5","1","1",0,0,40,"1","0"
35,"2",9,"2","6","4","0",8614,0,40,"0","1"
20,"1",9,"2","5","4","1",0,0,40,"0","0"
48,"1",6,"0","11","4","0",0,0,70,"0","0"
30,"3",13,"2","9","2","1",0,0,40,"3","0"
31,"1",13,"0","9","4","0",0,0,40,"0","1"
20,"1",9,"2","11","1","1",0,0,24,"1","0"
57,"3",14,"0","9","4","0",0,0,50,"0","1"
41,"1",11,"0","0","4","1",7688,0,44,"0","1"
33,"1",9,"1","0","4","1",0,0,40,"0","0"
27,"1",11,"0","4","4","0",0,0,40,"0","0"
34,"1",9,"0","4","4","0",0,0,60,"0","1"
50,"1",12,"0","3","2","1",0,0,40,"0","1"
40,"2",13,"0","9","4","0",0,0,45,"0","1"
37,"1",9,"0","2","4","0",0,0,51,"0","0"
40,"1",12,"1","9","4","0",0,0,40,"0","0"
53,"1",14,"0","3","4","0",15024,0,55,"0","1"
38,"2",10,"0","6","4","0",7688,0,40,"0","1"
25,"3",9,"2","9","4","0",0,0,40,"0","0"
51,"1",9,"0","2","2","0",0,0,40,"0","0"
22,"1",8,"2","9","2","0",0,0,40,"0","0"
18,"1",10,"2","7","4","0",0,0,16,"0","0"
41,"1",7,"0","5","4","0",7688,0,40,"0","1"
33,"1",13,"2","11","4","1",0,0,40,"0","0"
67,"3",10,"0","13","4","0",0,0,40,"0","0"
47,"2",9,"0","3","4","0",0,2415,50,"0","1"
32,"3",4,"0","7","4","0",0,0,40,"0","0"
29,"1",9,"2","7","4","1",0,0,40,"0","0"
25,"1",11,"2","11","4","0",0,0,45,"0","0"
33,"1",10,"1","0","4","1",0,0,40,"0","0"
55,"1",13,"0","2","4","0",0,0,40,"0","0"
31,"1",10,"0","11","4","0",0,0,40,"0","1"
32,"3",14,"0","9","4","0",0,0,50,"0","0"
18,"1",9,"2","10","4","0",34095,0,3,"0","0"
36,"1",9,"1","0","4","1",0,0,50,"0","0"
58,"1",9,"1","0","4","1",0,0,27,"0","0"
34,"1",14,"0","3","4","0",0,1902,50,"0","1"
21,"1",9,"2","0","2","1",0,0,40,"0","0"
36,"2",9,"2","4","4","0",0,0,50,"0","0"
37,"1",13,"0","9","2","1",15024,0,40,"0","1"
43,"1",9,"0","6","2","1",0,0,21,"0","0"
52,"3",13,"0","10","4","0",0,0,40,"0","0"
48,"1",11,"1","7","4","1",0,0,40,"0","0"
43,"1",10,"1","9","4","1",0,0,38,"0","0"
22,"1",9,"2","7","4","0",0,0,40,"0","0"
57,"1",3,"1","13","4","0",6497,0,40,"0","0"
37,"1",12,"2","0","4","1",0,0,40,"0","0"
39,"1",10,"1","11","1","1",0,0,38,"0","0"
54,"1",10,"0","11","4","0",0,0,40,"0","1"
27,"1",12,"2","7","4","0",0,0,40,"0","0"
21,"1",9,"2","0","4","1",0,0,35,"0","0"
65,"1",10,"1","0","4","1",0,0,38,"0","0"
30,"1",10,"0","7","4","1",0,0,40,"0","0"
22,"1",5,"2","6","4","1",0,0,40,"0","0"
26,"1",13,"0","11","4","0",4064,0,50,"0","0"
25,"1",7,"1","2","4","0",0,0,40,"0","0"
35,"1",11,"0","9","4","1",0,0,40,"0","1"
47,"1",11,"0","3","4","0",15024,0,50,"0","1"
23,"1",12,"2","7","4","0",0,0,60,"0","0"
42,"1",9,"0","11","2","0",0,0,40,"0","1"
39,"2",10,"2","2","1","0",0,0,30,"0","0"
55,"1",16,"0","3","4","0",0,0,60,"0","1"
24,"3",14,"0","9","1","1",0,0,10,"1","0"
46,"2",13,"0","6","4","0",7298,0,40,"0","1"
53,"1",9,"0","2","4","0",0,0,40,"0","1"
44,"1",7,"1","7","2","1",0,0,60,"0","0"
40,"1",9,"1","13","2","1",0,0,40,"0","0"
48,"1",10,"0","2","4","0",7688,0,40,"0","1"
26,"1",11,"1","0","4","1",0,0,35,"0","0"
22,"1",9,"2","11","4","1",0,0,40,"0","0"
35,"1",9,"0","9","4","1",0,0,12,"0","0"
20,"1",10,"2","9","4","1",0,0,20,"0","0"
37,"3",9,"0","7","4","1",0,0,25,"0","0"
30,"1",9,"0","2","1","0",0,0,40,"1","0"
41,"1",9,"0","11","0","0",0,0,50,"0","0"
38,"1",15,"0","9","4","0",0,0,60,"0","1"
77,"1",5,"0","9","2","0",0,0,40,"0","0"
42,"2",9,"0","4","4","0",0,0,50,"0","0"
20,"1",9,"2","13","2","0",0,0,40,"0","0"
36,"1",13,"1","0","4","1",3674,0,40,"0","0"
32,"0",11,"2","9","1","0",0,0,40,"0","0"
27,"1",13,"0","3","4","0",0,0,40,"0","1"
25,"3",10,"1","10","4","0",0,0,45,"0","0"
40,"1",14,"2","3","4","0",0,0,40,"0","0"
18,"1",7,"2","9","4","0",0,0,25,"0","0"
49,"1",13,"0","3","4","0",0,0,45,"0","1"
17,"1",7,"2","7","4","1",0,0,16,"0","0"
29,"1",9,"2","11","4","1",0,0,40,"0","0"
47,"1",15,"0","9","1","0",99999,0,55,"1","1"
24,"2",10,"1","5","4","0",0,0,45,"0","0"
58,"1",4,"0","9","4","0",0,0,24,"0","0"
45,"1",10,"0","0","4","1",0,0,24,"0","1"
30,"1",8,"0","2","4","0",0,0,50,"0","0"
19,"1",10,"2","0","4","0",0,0,20,"0","0"
59,"1",6,"0","13","4","0",0,1485,40,"0","1"
47,"1",4,"0","7","4","1",0,0,30,"0","0"
41,"1",10,"0","12","2","0",3137,0,40,"0","0"
28,"1",12,"2","9","4","0",0,0,40,"3","0"
40,"2",10,"0","2","4","0",0,0,60,"0","0"
66,"3",6,"1","7","2","1",0,0,40,"0","0"
30,"3",13,"2","9","2","0",14084,0,45,"0","1"
44,"2",10,"2","2","4","0",0,0,12,"0","0"
58,"2",9,"0","3","4","0",15024,0,60,"0","1"
21,"1",4,"2","7","4","0",0,0,48,"0","0"
59,"1",5,"1","7","2","1",0,0,40,"0","0"
35,"3",10,"0","7","4","0",0,0,40,"0","0"
45,"1",5,"0","0","2","0",5178,0,40,"0","1"
30,"1",9,"0","13","4","0",0,0,40,"0","0"
33,"1",9,"2","5","2","0",0,0,40,"0","0"
26,"1",10,"2","11","4","1",0,0,15,"0","0"
48,"1",10,"1","11","2","1",0,0,35,"0","0"
31,"1",9,"2","11","1","1",0,0,40,"0","0"
36,"1",9,"0","3","4","0",0,0,45,"0","0"
48,"1",9,"1","9","4","1",0,0,38,"0","0"
30,"1",9,"0","2","4","0",5013,0,40,"0","0"
33,"1",9,"0","5","4","0",0,0,50,"0","1"
19,"1",5,"2","9","4","1",0,0,25,"0","0"
37,"3",12,"0","9","2","1",99999,0,40,"0","1"
53,"1",13,"0","3","4","0",0,0,45,"0","1"
18,"1",10,"2","7","4","1",0,0,40,"0","0"
38,"1",10,"0","13","4","0",7298,0,50,"0","1"
34,"1",10,"2","7","4","0",0,0,50,"0","0"
45,"1",13,"0","11","4","0",0,0,52,"0","1"
33,"3",11,"0","9","4","0",0,0,60,"0","0"
35,"1",11,"0","2","4","1",0,0,44,"0","0"
35,"1",9,"1","7","4","1",0,0,30,"0","0"
45,"1",9,"0","9","0","0",0,0,8,"0","0"
17,"1",7,"2","4","4","0",0,0,45,"0","0"
50,"1",9,"0","3","4","0",0,0,45,"0","0"
38,"3",13,"0","9","4","0",0,0,50,"0","1"
33,"1",10,"0","2","4","0",7298,0,50,"0","1"
46,"1",9,"0","11","4","0",0,0,35,"0","0"
25,"1",13,"2","11","4","1",6849,0,50,"0","0"
64,"1",9,"0","2","4","0",0,0,40,"0","0"
62,"2",10,"0","3","4","0",0,0,10,"0","0"
32,"1",9,"0","12","4","0",0,0,60,"0","1"
61,"1",9,"0","2","4","0",0,0,55,"0","0"
40,"3",16,"2","9","2","1",0,0,40,"0","0"
21,"1",9,"2","3","4","1",0,0,40,"0","0"
39,"1",13,"0","3","4","0",15024,0,50,"0","1"
35,"2",10,"0","3","4","0",0,0,45,"0","0"
29,"1",11,"0","9","4","0",0,0,40,"0","0"
27,"0",12,"2","13","2","0",0,0,40,"0","0"
20,"1",12,"2","0","4","1",0,0,40,"0","0"
34,"1",10,"0","9","4","1",0,0,20,"0","1"
51,"3",14,"2","9","4","0",0,0,40,"0","0"
45,"1",9,"1","6","2","1",0,0,15,"0","0"
31,"1",10,"0","2","4","0",0,0,40,"0","0"
29,"1",9,"2","12","2","0",0,0,40,"0","0"
56,"1",13,"0","0","4","0",0,0,30,"0","0"
55,"2",10,"1","12","4","1",0,0,12,"0","1"
26,"1",10,"2","12","4","0",0,0,20,"0","0"
46,"1",10,"0","2","4","0",15024,0,45,"0","1"
32,"3",9,"0","7","4","0",0,0,40,"0","0"
28,"1",9,"0","11","4","0",0,0,40,"0","0"
27,"1",4,"2","7","4","0",0,0,35,"0","0"
23,"1",5,"0","2","4","0",0,0,40,"0","0"
59,"1",6,"0","2","4","0",0,0,40,"0","0"
26,"1",8,"2","2","3","0",0,0,48,"0","0"
36,"1",6,"2","5","4","0",0,0,40,"0","0"
18,"1",9,"2","11","4","1",0,0,15,"0","0"
33,"1",5,"1","5","4","0",0,0,70,"0","0"
60,"2",11,"0","13","4","1",0,0,15,"3","1"
40,"1",9,"1","6","4","1",0,0,48,"0","0"
48,"1",9,"0","4","4","0",0,0,43,"0","0"
27,"2",6,"0","2","4","0",0,0,48,"0","0"
38,"1",13,"0","9","4","0",0,0,50,"0","1"
26,"1",10,"1","2","4","0",0,0,43,"0","0"
45,"0",11,"0","10","4","0",3908,0,40,"0","0"
20,"1",10,"2","0","4","1",0,0,20,"0","0"
32,"0",9,"1","2","4","0",0,0,40,"0","0"
22,"1",10,"2","5","4","1",0,0,13,"0","0"
22,"1",9,"2","0","4","0",0,0,40,"0","0"
38,"3",9,"2","7","2","1",114,0,38,"0","0"
34,"1",9,"0","2","4","0",0,1848,50,"0","1"
46,"1",2,"1","7","3","1",0,0,30,"0","0"
39,"1",13,"1","3","4","1",0,0,25,"0","0"
79,"2",9,"1","7","4","1",0,0,24,"0","0"
60,"1",13,"0","9","4","0",0,0,8,"0","1"
24,"1",9,"2","11","4","0",0,0,40,"0","0"
31,"1",10,"0","2","4","0",2407,0,65,"0","0"
37,"2",13,"0","11","1","0",3137,0,77,"1","0"
31,"1",10,"0","13","4","0",0,1579,45,"0","0"
29,"1",13,"0","9","4","0",0,0,40,"0","1"
22,"3",13,"2","9","4","1",0,0,43,"0","0"
69,"1",10,"1","9","4","1",0,0,20,"0","0"
55,"3",9,"1","7","4","1",0,0,38,"0","0"
43,"1",9,"1","2","4","0",0,0,40,"0","0"
23,"1",4,"2","4","3","0",0,0,36,"0","0"
29,"1",9,"2","0","4","0",0,0,35,"0","0"
22,"1",11,"2","7","4","1",0,0,40,"0","0"
22,"1",10,"2","11","4","0",0,0,42,"0","0"
25,"1",9,"0","3","4","0",7298,0,84,"0","1"
29,"1",10,"2","6","4","0",0,0,45,"0","0"
25,"3",10,"2","13","2","0",0,0,40,"0","0"
33,"0",9,"2","3","4","1",0,0,40,"0","0"
33,"1",13,"2","9","4","0",0,0,40,"0","1"
31,"1",16,"2","9","4","1",0,0,28,"0","0"
30,"3",14,"0","9","4","0",0,1887,45,"0","1"
55,"1",13,"0","11","4","0",0,0,40,"0","0"
36,"1",8,"2","3","4","0",4650,0,50,"0","0"
47,"1",9,"1","9","4","1",0,0,40,"0","0"
28,"1",13,"2","11","4","0",8614,0,40,"0","1"
42,"1",14,"0","9","4","0",0,0,40,"0","1"
51,"1",12,"1","3","4","0",0,0,55,"3","0"
62,"3",13,"1","9","2","1",0,0,40,"0","0"
65,"2",10,"0","11","4","0",0,0,35,"0","1"
23,"1",13,"0","9","4","0",0,0,40,"0","0"
60,"1",9,"0","9","4","0",0,0,32,"0","0"
47,"1",4,"0","2","2","0",0,0,60,"0","1"
50,"2",9,"1","3","4","1",0,0,40,"0","0"
70,"1",13,"0","9","4","0",0,0,6,"0","0"
32,"2",13,"0","2","4","0",0,0,40,"0","0"
37,"0",10,"0","6","4","0",0,0,40,"0","0"
31,"1",9,"2","2","4","0",14344,0,40,"0","1"
76,"1",6,"1","11","2","1",0,0,12,"0","0"
54,"1",13,"1","11","2","1",0,0,60,"0","0"
32,"0",13,"0","9","4","0",0,0,40,"0","1"
31,"1",10,"2","0","4","1",0,0,52,"0","0"
31,"0",13,"1","10","4","0",0,0,50,"0","1"
65,"2",15,"1","9","4","0",0,1668,40,"0","0"
30,"1",9,"0","6","4","0",0,0,60,"3","1"
21,"1",10,"2","9","4","1",0,0,10,"0","0"
40,"0",14,"0","12","1","0",0,1902,40,"1","1"
26,"3",10,"2","2","4","1",0,0,40,"0","0"
18,"1",7,"2","7","4","1",0,0,8,"0","0"
34,"3",9,"0","7","4","0",0,0,50,"0","0"
66,"3",10,"1","7","4","1",7896,0,40,"0","1"
44,"2",10,"2","4","4","0",0,0,60,"0","0"
30,"1",12,"2","12","4","1",0,0,40,"0","0"
36,"2",13,"2","2","4","0",0,0,40,"0","0"
31,"1",10,"0","9","4","0",0,0,50,"0","1"
28,"1",4,"1","9","4","0",0,0,84,"0","0"
23,"1",9,"2","11","1","0",0,0,40,"0","0"
49,"1",14,"0","3","4","0",15024,0,50,"0","1"
39,"2",13,"1","2","4","0",0,0,35,"0","0"
67,"1",13,"0","9","4","0",9386,0,60,"0","1"
19,"1",10,"2","5","4","0",0,0,16,"0","0"
30,"1",12,"0","3","4","0",0,1848,50,"0","1"
25,"1",10,"2","2","1","1",0,0,40,"1","0"
24,"1",9,"2","13","1","0",0,0,30,"0","0"
46,"1",9,"0","6","4","0",0,0,40,"0","0"
37,"1",14,"0","9","4","0",0,0,45,"0","0"
41,"0",9,"0","7","4","0",0,0,40,"0","0"
40,"2",10,"0","9","4","0",0,0,20,"0","0"
44,"1",9,"1","0","4","1",0,0,40,"0","0"
58,"1",9,"0","5","2","0",0,0,20,"0","1"
48,"1",9,"0","6","4","0",0,0,48,"0","0"
34,"1",13,"0","3","4","0",0,0,40,"0","0"
29,"1",11,"2","0","2","1",0,0,40,"0","0"
46,"2",13,"0","11","4","0",0,0,50,"0","1"
36,"3",9,"2","13","1","0",0,0,40,"0","0"
59,"3",13,"2","0","4","0",0,0,38,"0","0"
29,"1",8,"0","13","4","0",0,0,40,"0","0"
50,"1",14,"2","9","4","0",0,0,40,"0","0"
25,"1",9,"0","6","4","0",0,0,40,"0","0"
27,"1",12,"2","7","1","1",0,0,35,"1","0"
48,"1",9,"0","4","4","0",0,0,70,"0","0"
51,"0",16,"2","9","4","1",0,1564,70,"0","1"
36,"1",9,"1","13","4","0",8614,0,45,"0","1"
42,"3",7,"1","11","4","0",7430,0,50,"0","1"
49,"3",13,"0","0","4","0",0,0,40,"0","1"
33,"1",10,"2","12","4","0",0,0,20,"0","0"
40,"1",13,"1","11","4","0",0,1564,60,"0","1"
69,"1",9,"1","9","4","1",0,0,40,"0","1"
59,"1",9,"0","6","4","0",0,0,30,"3","0"
30,"1",9,"2","0","4","1",0,0,40,"0","0"
31,"3",12,"0","0","4","1",0,0,35,"0","0"
30,"1",13,"0","3","4","0",0,0,50,"0","1"
27,"1",13,"2","3","4","1",0,0,40,"0","0"
20,"1",10,"2","9","4","1",0,0,16,"0","0"
56,"1",12,"1","0","4","1",4101,0,40,"0","0"
24,"1",9,"0","6","4","0",0,0,40,"0","0"
47,"1",13,"1","11","4","1",0,0,50,"0","0"
51,"1",13,"2","9","2","0",0,0,35,"0","0"
47,"1",9,"1","7","2","0",0,0,9,"0","0"
47,"1",10,"0","0","4","0",0,0,44,"0","1"
34,"2",9,"0","2","4","0",0,0,54,"0","1"
31,"1",7,"1","7","4","1",0,0,40,"0","0"
42,"1",11,"1","7","4","1",0,0,32,"0","0"
52,"1",3,"0","2","4","0",0,0,40,"0","0"
56,"1",9,"1","0","4","1",0,0,40,"0","0"
26,"1",10,"0","11","4","0",0,0,50,"0","1"
81,"1",10,"1","0","4","1",0,0,20,"0","0"
28,"1",6,"2","9","2","1",0,0,40,"0","0"
57,"0",10,"1","9","4","0",0,0,48,"0","1"
31,"1",6,"0","9","4","0",0,0,40,"0","0"
24,"1",11,"2","12","2","1",0,0,40,"0","0"
20,"1",9,"2","7","4","0",0,2001,40,"0","0"
68,"0",10,"1","0","2","1",2346,0,40,"0","0"
60,"1",9,"1","11","4","1",0,0,32,"0","0"
37,"0",10,"0","2","4","0",0,0,40,"0","0"
25,"1",4,"2","5","4","0",0,0,40,"0","0"
36,"0",9,"0","0","4","0",0,0,40,"0","0"
45,"1",12,"0","2","4","0",0,0,40,"0","0"
34,"1",10,"0","3","4","0",0,0,60,"0","1"
31,"1",13,"1","3","4","1",0,0,70,"0","0"
47,"2",13,"0","4","4","0",0,0,60,"0","0"
60,"2",9,"0","2","4","0",0,0,42,"0","1"
75,"1",13,"0","3","4","0",0,0,24,"0","0"
43,"3",10,"0","10","4","0",0,0,40,"0","0"
18,"1",9,"2","5","4","0",0,0,40,"0","0"
25,"1",13,"2","12","1","1",0,1092,40,"1","0"
32,"1",9,"2","11","4","1",0,0,50,"0","0"
57,"2",13,"0","3","4","0",0,0,20,"0","0"
43,"1",10,"0","13","4","0",0,0,60,"0","1"
18,"2",9,"2","4","4","0",0,0,40,"0","0"
41,"3",13,"1","9","2","1",0,0,40,"0","0"
48,"1",9,"2","6","4","0",0,0,40,"0","0"
35,"1",9,"0","13","4","0",5178,0,90,"0","1"
41,"3",11,"0","3","4","0",0,0,40,"0","0"
23,"1",9,"2","2","2","1",0,1594,20,"0","0"
32,"3",13,"0","10","4","0",0,1887,45,"0","1"
33,"1",9,"2","2","4","0",0,0,40,"0","0"
22,"1",10,"2","11","4","0",0,0,65,"0","0"
33,"1",10,"1","7","4","1",0,0,50,"0","0"
42,"2",15,"0","9","4","0",0,0,38,"0","1"
25,"1",9,"2","0","4","1",0,0,40,"0","0"
39,"1",9,"0","9","4","0",0,0,50,"0","1"
50,"1",10,"0","0","4","1",0,1902,38,"0","1"
49,"3",14,"0","3","4","0",0,0,50,"0","1"
47,"0",10,"1","0","2","1",0,0,40,"0","0"
46,"1",10,"0","3","4","1",0,0,40,"0","1"
42,"3",12,"1","9","2","0",0,0,40,"0","0"
37,"1",7,"2","13","4","0",0,0,60,"0","1"
29,"1",6,"0","2","4","0",5013,0,40,"0","0"
26,"1",10,"2","11","4","0",0,0,45,"0","0"
26,"1",10,"2","9","4","1",0,0,40,"0","0"
45,"2",13,"0","3","4","0",0,0,40,"0","1"
34,"1",9,"1","3","4","1",0,0,30,"0","0"
33,"0",12,"2","0","2","1",0,0,40,"0","0"
43,"1",13,"0","3","4","0",0,0,40,"0","1"
28,"1",9,"0","2","4","0",0,0,45,"0","0"
51,"2",10,"0","4","4","0",0,0,75,"0","0"
21,"1",10,"2","7","4","1",0,0,35,"0","0"
23,"1",12,"2","7","4","1",0,0,35,"0","0"
30,"1",9,"2","12","4","1",0,0,40,"0","0"
46,"1",14,"0","3","4","0",0,0,45,"0","1"
38,"2",9,"2","4","4","0",0,0,50,"0","0"
36,"1",13,"0","9","4","0",0,1485,50,"0","1"
37,"2",15,"0","9","4","0",99999,0,50,"0","1"
44,"3",14,"2","9","4","0",0,1876,42,"0","0"
33,"1",9,"0","2","4","0",0,0,40,"0","1"
45,"3",13,"2","3","4","0",0,0,40,"0","0"
47,"1",10,"0","2","4","0",0,0,40,"0","0"
54,"1",9,"0","2","1","0",0,1902,40,"0","1"
17,"1",6,"2","7","4","0",0,0,30,"0","0"
43,"1",9,"0","3","4","1",0,0,36,"3","1"
45,"1",13,"1","9","4","1",10520,0,50,"0","1"
37,"1",10,"2","0","4","1",0,0,40,"0","0"
44,"3",11,"0","2","4","0",0,0,40,"0","1"
55,"3",14,"1","9","4","1",914,0,50,"0","0"
41,"1",9,"0","6","4","0",0,0,48,"0","0"
23,"1",13,"2","0","4","1",2174,0,40,"0","0"
38,"1",10,"2","0","2","1",0,0,40,"0","0"
23,"1",13,"2","5","4","1",0,0,40,"0","0"
35,"1",9,"0","2","4","0",7298,0,40,"0","1"
18,"1",7,"2","3","4","0",0,0,20,"0","0"
47,"1",11,"0","7","4","0",0,0,40,"0","0"
25,"1",10,"2","9","4","1",0,0,8,"0","0"
41,"2",9,"0","3","4","0",0,0,50,"0","0"
